model_type,features_used,model_params,train_rmse,val_rmse,train_mape (%),val_mape (%)
arima,N/A,,327777.679655852,678664.0841411233,47.9444983876125,39.481907044067064
sarimax,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']",,368585.38592729846,1075474.3365113828,57.41886498601574,102.23602031175216
prophet,N/A,,,548766.4332126979,,28.00662766425848
RandomForestRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']",{'max_depth': 5},124426.08600174032,761414.2274505643,22.915011995130982,40.960362079490416
RandomForestRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']","{'n_estimators': 200, 'max_depth': 6}",124622.25007840073,758682.5304900473,20.506694950946187,41.348320353666715
XGBRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']","{'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.1}",7.522884297061378,847109.9570657873,0.0009994233550969511,42.042696475982666
XGBRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']","{'n_estimators': 100, 'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.1, 'learning_rate': 0.05}",84707.44533982831,873936.4579922273,8.0264151096344,43.996861577034
XGBRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']","{'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.1, 'learning_rate': 0.01}",228051.0932225496,901039.3054778465,40.17242789268494,49.06361997127533
LGBMRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']","{'n_estimators': 100, 'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': -1}",352132.13738786324,928919.7713085975,68.3757208685407,54.278769132642466
LGBMRegressor,"['CHI Production Index_Lag_12', 'USA EE Producer Prices_Lag_12_RollingMean3', 'FRA EE Producer Prices_Lag_12_RollingMean3', '#6_Lag_1_RollingMean3', '#13_Lag_3_RollingMean6', '#16_Lag_3', 'Clean_Ita_Lag_12', '#16_Lag_1_RollingMean3', '#11_Lag_1', '#12_Lag_12']","{'n_estimators': 100, 'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': -1}",352132.13738786324,928919.7713085975,68.3757208685407,54.278769132642466
